Card ID,Card Name,1st Edition?,Card Set,Rarity,Quantity,Est. Max Price Per Card
SDY-004,,N,Starter Deck: Yugi,Common,1,
SDY-005,Beaver Warrior,N,Starter Deck: Yugi,Common,2,
SDY-006,Dark Magician,N,Starter Deck: Yugi,Ultra Rare,2,
SDY-008,Curse of Dragon,N,Starter Deck: Yugi,Common,3,
SDY-009,Celtic Guardian,N,Starter Deck: Yugi,Common,4,
SDY-010,Mammoth Graveyard,N,Starter Deck: Yugi,Common,2,
SDY-011,Great White,N,Starter Deck: Yugi,Common,2,
SDY-012,Silver Fang,N,Starter Deck: Yugi,Common,2,
SDY-013,Giant Soldier of Stone,N,Starter Deck: Yugi,Common,1,
SDY-014,Dragon Zombie,N,Starter Deck: Yugi,Common,2,
SDY-015,Doma The Angel of Silence,N,Starter Deck: Yugi,Common,2,
SDY-016,Ansatsu,N,Starter Deck: Yugi,Common,2,
SDY-017,Witty Phantom,N,Starter Deck: Yugi,Common,2,
SDY-018,Claw Reacher,N,Starter Deck: Yugi,Common,2,
SDY-019,Mystic Clown,N,Starter Deck: Yugi,Common,4,
SDY-020,Sword of Dark Destruction,N,Starter Deck: Yugi,Common,2,
SDY-021,Book of Secret Arts,N,Starter Deck: Yugi,Common,2,
SDY-022,Dark Hole,N,Starter Deck: Yugi,Common,3,
SDY-023,Dian Keto the Cure Master,N,Starter Deck: Yugi,Common,3,
SDY-024,Ancient Elf,N,Starter Deck: Yugi,Common,4,
SDY-025,Magical Ghost,N,Starter Deck: Yugi,Common,2,
SDY-026,Fissure,N,Starter Deck: Yugi,Common,3,
SDY-027,Trap Hole,N,Starter Deck: Yugi,Common,3,
SDY-028,Two-Pronged Attack,N,Starter Deck: Yugi,Common,2,
SDY-029,De-Spell,N,Starter Deck: Yugi,Common,2,
SDY-030,Monster Reborn,N,Starter Deck: Yugi,Common,2,
SDY-031,Reinforcements,N,Starter Deck: Yugi,Common,1,
SDY-032,Change of Heart,N,Starter Deck: Yugi,Common,1,
SDY-033,The Stern Mystic,N,Starter Deck: Yugi,Common,2,
SDY-034,Wall of Illusion,N,Starter Deck: Yugi,Common,3,
SDY-035,Neo the Magic Swordsman,N,Starter Deck: Yugi,Common,3,
SDY-036,Baron of the Fiend Sword,N,Starter Deck: Yugi,Common,3,
SDY-037,Man-Eating Treasure Chest,N,Starter Deck: Yugi,Common,3,
SDY-038,Sorcerer of the Doomed,N,Starter Deck: Yugi,Common,3,
SDY-039,Last Will,N,Starter Deck: Yugi,Common,2,
SDY-040,Waboku,N,Starter Deck: Yugi,Common,2,
SDY-041,Soul Exchange,N,Starter Deck: Yugi,Super Rare,1,
SDY-042,Card Destruction,N,Starter Deck: Yugi,Super Rare,2,
SDY-043,Trap Master,N,Starter Deck: Yugi,Common,1,
SDY-044,Dragon Capture Jar,N,Starter Deck: Yugi,Common,2,
SDY-045,Yami,N,Starter Deck: Yugi,Common,2,
SDY-046,Man-Eater Bug,N,Starter Deck: Yugi,Common,3,
SDY-047,Reverse Trap,N,Starter Deck: Yugi,Common,2,
SDY-048,Remove Trap,N,Starter Deck: Yugi,Common,2,
SDY-049,Castle Walls,N,Starter Deck: Yugi,Common,2,
SDY-050,Ultimate Offering,N,Starter Deck: Yugi,Common,3,
SKE-004,Rogue Doll,N,Starter Deck: Kaiba Evolution,Common,1,
SKE-005,Kojikocy,N,Starter Deck: Kaiba Evolution,Common,1,
SKE-008,Ryu-Kishin Powered,N,Starter Deck: Kaiba Evolution,Common,1,
SKE-010,Skull Red Bird,N,Starter Deck: Kaiba Evolution,Common,1,
SKE-015,Kaiser Sea Horse,N,Starter Deck: Kaiba Evolution,Ultra Rare,1,
SKE-017,Mysterious Puppeteer,N,Starter Deck: Kaiba Evolution,Common,1,
SKE-018,Trap Master,N,Starter Deck: Kaiba Evolution,Common,1,
SKE-019,Hane-Hane,N,Starter Deck: Kaiba Evolution,Common,1,
SKE-021,Mystic Tomato,N,Starter Deck: Kaiba Evolution,Common,1,
SKE-022,Mad Sword Beast,N,Starter Deck: Kaiba Evolution,Common,1,
SKE-024,Paladin of White Dragon,N,Starter Deck: Kaiba Evolution,Common,1,
SKE-029,Monster Reborn,N,Starter Deck: Kaiba Evolution,Common,1,
SKE-031,The Flute of Summoning Dragon,N,Starter Deck: Kaiba Evolution,Common,1,
SKE-034,Mountain,N,Starter Deck: Kaiba Evolution,Common,1,
SKE-035,Tribute to The Doomed,N,Starter Deck: Kaiba Evolution,Common,1,
SKE-036,Rush Recklessly,N,Starter Deck: Kaiba Evolution,Common,1,
SKE-037,Megamorph,N,Starter Deck: Kaiba Evolution,Common,1,
SKE-038,Nobleman of Crossout,N,Starter Deck: Kaiba Evolution,Common,1,
SKE-046,Light of Intervention,N,Starter Deck: Kaiba Evolution,Common,1,
SKE-047,Jar of Greed,N,Starter Deck: Kaiba Evolution,Common,1,
SOI-EN004,Elemental Hero Neo Bubbleman,N,Shadow of Infinity (English),Common,1,
SOI-EN008,Ancient Gear,N,Shadow of Infinity (English),Common,1,
SOI-EN009,Ancient Gear Cannon,N,Shadow of Infinity (English),Common,1,
SOI-EN010,Proto-Cyber Dragon,N,Shadow of Infinity (English),Rare,1,
SOI-EN014,D.D. Guide,N,Shadow of Infinity (English),Common,1,
SOI-EN017,Tenkabito Shien,N,Shadow of Infinity (English),Common,2,
SOI-EN019,Gokipon,N,Shadow of Infinity (English),Common,2,
SOI-EN023,Saber Beetle,N,Shadow of Infinity (English),Common,1,
SOI-EN026,Beelze Frog,N,Shadow of Infinity (English),Common,1,
SOI-EN029,Memory Crusher,N,Shadow of Infinity (English),Rare,1,
SOI-EN031,Grass Phantom,N,Shadow of Infinity (English),Common,2,
SOI-EN037,Hero Heart,N,Shadow of Infinity (English),Common,1,
SOI-EN039,Ancient Gear Factory,N,Shadow of Infinity (English),Common,1,
SOI-EN040,Ancient Gear Drill,N,Shadow of Infinity (English),Common,1,
SOI-EN043,Symbol of Heritage,N,Shadow of Infinity (English),Common,1,
SOI-EN046,End of the World,N,Shadow of Infinity (English),Common,1,
SOI-EN048,Samsara,N,Shadow of Infinity (English),Common,1,
SOI-EN051,Attack Reflector Unit,N,Shadow of Infinity (English),Common,1,
SOI-EN054,Next to be Lost,N,Shadow of Infinity (English),Common,2,
SOI-EN056,Full Salvo,N,Shadow of Infinity (English),Common,1,
SOI-EN057,Success Probability 0%,N,Shadow of Infinity (English),Common,1,
SOI-EN060,Malfunction,N,Shadow of Infinity (English),Rare,1,
SY2-001,Dark Paladin,N,Structure Deck: Yugi Volume 2,Ultra Rare,2,
SY2-002,Dark Magician,N,Structure Deck: Yugi Volume 2,Common,2,
SY2-003,Feral Imp,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-004,Giant Soldier of Stone,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-005,Gazelle the King of Mythical Beasts,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-006,Mystical Elf,N,Structure Deck: Yugi Volume 2,Common,2,
SY2-007,Beaver Warrior,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-008,"Winged Dragon, Guardian of the Fortress #1",N,Structure Deck: Yugi Volume 2,Common,3,
SY2-009,Dark Blade,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-010,Buster Blader,N,Structure Deck: Yugi Volume 2,Common,2,
SY2-011,Dark Magician Girl,N,Structure Deck: Yugi Volume 2,Common,2,
SY2-012,Kuriboh,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-013,Big Shield Gardna,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-014,Obnoxious Celtic Guard,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-015,Skilled Dark Magician,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-016,Sangan,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-017,Magician of Faith,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-018,Old Vindictive Magician,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-019,Zombyra the Dark,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-020,Giant Rat,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-021,Royal Magical Library,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-022,Magical Dimension,N,Structure Deck: Yugi Volume 2,Ultra Rare,3,
SY2-023,Polymerization,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-024,Fusion Sage,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-025,Monster Reborn,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-026,Pot of Greed,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-027,Mystic Box,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-028,Monster Recovery,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-029,United We Stand,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-030,Mystical Space Typhoon,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-031,Spellbook Organization,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-032,Fissure,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-033,Emblem of Dragon Destroyer,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-034,Remove Trap,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-035,Magic Cylinder,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-036,Spellbinding Circle,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-037,Mirror Force,N,Structure Deck: Yugi Volume 2,Common,2,
SY2-038,Lightforce Sword,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-039,Magic Jammer,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-040,Raigeki Break,N,Structure Deck: Yugi Volume 2,Common,2,
SY2-041,Dust Tornado,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-042,People Running About,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-043,Oppressed People,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-044,United Resistance,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-045,Thousand Knives,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-046,Dark Magic Curtain,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-047,Restructer Revolution,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-048,De-Fusion,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-049,Fusion Gate,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-050,Tribute to the Doomed,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-051,The Eye of Truth,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-052,Trap Hole,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-053,Royal Decree,N,Structure Deck: Yugi Volume 2,Common,3,
SY2-054,Chain Destruction,N,Structure Deck: Yugi Volume 2,Common,2,
SY2-055,Shift,N,Structure Deck: Yugi Volume 2,Common,2,
SY2-056,Huge Revolution,N,Structure Deck: Yugi Volume 2,Common,2,
SYE-014,Warrior Dai Grepher,N,Starter Deck: Yugi Evolution,Common,1,
SYE-021,Sonic Bird,N,Starter Deck: Yugi Evolution,Common,1,
SYE-029,Monster Reborn,N,Starter Deck: Yugi Evolution,Common,1,
SYE-038,Mystic Plasma Zone,N,Starter Deck: Yugi Evolution,Common,1,
SYE-046,The Eye of Truth,N,Starter Deck: Yugi Evolution,Common,1,
TLM-EN004,Elemental Hero Sparkman,N,The Lost Millenium (English),Common,1,
TP3-006,Axe Raider,N,Tournament Pack 3,Rare,1,
TP3-007,Kwagar Hercules,N,Tournament Pack 3,Rare,2,
TP3-010,Dragon Capture Jar,N,Tournament Pack 3,Common,1,
TP3-011,Goblin's Secret Remedy,N,Tournament Pack 3,Common,2,
TP3-012,Final Flame,N,Tournament Pack 3,Common,4,
TP3-013,Spirit of the Harp,N,Tournament Pack 3,Common,2,
TP3-014,Pot of Greed,N,Tournament Pack 3,Common,3,
TP3-015,Karbonala Warrior,N,Tournament Pack 3,Common,3,
TP3-016,Darkfire Dragon,N,Tournament Pack 3,Common,4,
TP3-017,Elegant Egotist,N,Tournament Pack 3,Common,3,
TP3-018,Dark Elf,N,Tournament Pack 3,Common,1,
TP3-019,Little Chimera,N,Tournament Pack 3,Common,2,
TP3-020,Bladefly,N,Tournament Pack 3,Common,2,
TP5-EN001,Luminous Soldier,N,Tournament Pack 5,Ultra Rare,1,
TP5-EN012,Tornado Bird,N,Tournament Pack 5,Common,1,
TP5-EN013,Destruction Punch,N,Tournament Pack 5,Common,1,
TP5-EN014,Beastking of the Swamps,N,Tournament Pack 5,Common,1,
TP5-EN016,Mystical Sheep #1,N,Tournament Pack 5,Common,2,
TP5-EN019,Winged Sage Falcos,N,Tournament Pack 5,Common,3,
WC5-EN001,Silent Swordsman LV7,N,World Championship,Ultra Rare,1,
ASR-109,Soul Resurrection,Y,Ancient Sanctuary,Rare,1,
AST-003,Sealmaster Meisei,Y,Ancient Sanctuary,Rare,1,
AST-004,Mystical Shine Ball,Y,Ancient Sanctuary,Common,8,
AST-005,Metal Armored Bug,Y,Ancient Sanctuary,Common,5,
AST-007,The Agent of Wisdom - Mercury,Y,Ancient Sanctuary,Rare,3,
AST-008,The Agent of Creation - Venus,Y,Ancient Sanctuary,Rare,1,
AST-009,The Agent of Force - Mars,Y,Ancient Sanctuary,Super Rare,1,
AST-010,The Unhappy Girl,Y,Ancient Sanctuary,Common,2,
AST-011,Soul Absorbing Bone Tower,Y,Ancient Sanctuary,Rare,1,
AST-012,The Kick Man,Y,Ancient Sanctuary,Common,4,
AST-013,Vampire Lady,Y,Ancient Sanctuary,Common,3,
AST-015,Rocket Jumper,Y,Ancient Sanctuary,Common,4,
AST-016,Avatar of the Pot,Y,Ancient Sanctuary,Rare,1,
AST-017,Legendary Jujitsu Master,Y,Ancient Sanctuary,Common,3,
AST-018,Gear Golem the Moving Fortress,Y,Ancient Sanctuary,Ultra Rare,1,
AST-021,Sonic Jammer,Y,Ancient Sanctuary,Common,5,
AST-024,Atomic Firefly,Y,Ancient Sanctuary,Common,2,
AST-025,Mermaid Knight,Y,Ancient Sanctuary,Common,6,
AST-026,Piranha Army,Y,Ancient Sanctuary,Common,5,
AST-027,Two Thousand Needles,Y,Ancient Sanctuary,Common,4,
AST-028,Disc Fighter,Y,Ancient Sanctuary,Common,6,
AST-029,Arcane Archer of the Forest,Y,Ancient Sanctuary,Common,6,
AST-031,Goblin King,Y,Ancient Sanctuary,Common,5,
AST-032,Solar Flare Dragon,Y,Ancient Sanctuary,Common,5,
AST-033,Whit Magician Pikeru,Y,Ancient Sanctuary,Common,1,
AST-035,Opti-Camoflage Armor,Y,Ancient Sanctuary,Common,2,
AST-036,Mystik Wok,Y,Ancient Sanctuary,Common,6,
AST-039,Monster Gate,Y,Ancient Sanctuary,Common,4,
AST-040,Amplifier,Y,Ancient Sanctuary,Super Rare,1,
AST-041,Weapon Change,Y,Ancient Sanctuary,Common,4,
AST-043,Earthquake,Y,Ancient Sanctuary,Common,6,
AST-044,Talisman of Trap Sealing,Y,Ancient Sanctuary,Rare,1,
AST-045,Goblin Thief,Y,Ancient Sanctuary,Common,4,
AST-046,Backfire,Y,Ancient Sanctuary,Common,5,
AST-047,Micro Ray,Y,Ancient Sanctuary,Common,7,
AST-048,Light of Judgment,Y,Ancient Sanctuary,Common,1,
AST-049,Talisman of Spell Sealing,Y,Ancient Sanctuary,Rare,1,
AST-050,Wall of Revealing Light,Y,Ancient Sanctuary,Common,4,
AST-051,Solare Ray,Y,Ancient Sanctuary,Common,4,
AST-052,Ninjitsu Art of Transformation,Y,Ancient Sanctuary,Common,6,
AST-053,Beckoning Light,Y,Ancient Sanctuary,Common,3,
AST-054,Draining Shield,Y,Ancient Sanctuary,Rare,2,
AST-056,Gigobyte,Y,Ancient Sanctuary,Common,1,
AST-057,Mokey Mokey,Y,Ancient Sanctuary,Common,1,
AST-058,Kozaky,Y,Ancient Sanctuary,Common,1,
AST-059,Fiend Scorpion,Y,Ancient Sanctuary,Common,8,
AST-060,Pharoah's Servant,Y,Ancient Sanctuary,Common,2,
AST-062,Spirit of the Pharaoh,Y,Ancient Sanctuary,Ultra Rare,1,
AST-063,Theban Nightmare,Y,Ancient Sanctuary,Rare,1,
AST-064,Aswan Apparition,Y,Ancient Sanctuary,Common,5,
AST-065,Protector of the Sanctuary,Y,Ancient Sanctuary,Common,5,
AST-066,Nubian Guard,Y,Ancient Sanctuary,Common,3,
AST-068,Desertapir,Y,Ancient Sanctuary,Common,1,
AST-069,Sand Gambler,Y,Ancient Sanctuary,Common,3,
AST-070,3-Hump Lacooda,Y,Ancient Sanctuary,Common,1,
AST-071,Ghost Knight of Jackal,Y,Ancient Sanctuary,Ultra Rare,1,
AST-072,Absorbing Kid from the Sky,Y,Ancient Sanctuary,Common,4,
AST-073,Elephant Statue of Blessing,Y,Ancient Sanctuary,Common,1,
AST-074,Elephant Statue of Disaster,Y,Ancient Sanctuary,Common,3,
AST-075,Spirit Caller,Y,Ancient Sanctuary,Common,4,
AST-076,Emissary of the Afterlife,Y,Ancient Sanctuary,Super Rare,3,
AST-077,Grave Protector,Y,Ancient Sanctuary,Rare,1,
AST-077,Grave Protector,Y,Ancient Sanctuary,Rare,3,
AST-078,Double Coston,Y,Ancient Sanctuary,Rare,1,
AST-079,Regenerating Mummy,Y,Ancient Sanctuary,Common,5,
AST-080,Night Assailant,Y,Ancient Sanctuary,Common,5,
AST-081,Man-Thro' Tro',Y,Ancient Sanctuary,Common,1,
AST-082,King of the Swamp,Y,Ancient Sanctuary,Rare,2,
AST-083,Emissary of the Oasis,Y,Ancient Sanctuary,Common,6,
AST-084,Special Hurricane,Y,Ancient Sanctuary,Rare,1,
AST-085,Order to Charge,Y,Ancient Sanctuary,Common,1,
AST-086,Sword of the Soul-Eater,Y,Ancient Sanctuary,Common,3,
AST-087,Dust Barrier,Y,Ancient Sanctuary,Common,5,
AST-088,Soul Reversal,Y,Ancient Sanctuary,Common,5,
AST-089,Spell Economics,Y,Ancient Sanctuary,Rare,2,
AST-090,Blessings of the Nile,Y,Ancient Sanctuary,Common,3,
AST-091,7,Y,Ancient Sanctuary,Common,1,
AST-092,Level Limit - Area B,Y,Ancient Sanctuary,Common,2,
AST-093,Enchanting Fitting Room,Y,Ancient Sanctuary,Common,3,
AST-094,The Law of the Normal,Y,Ancient Sanctuary,Common,4,
AST-095,Dark Magic Attack,Y,Ancient Sanctuary,Ultra Rare,1,
AST-096,Delta Attacker,Y,Ancient Sanctuary,Common,9,
AST-097,Thousand Energy,Y,Ancient Sanctuary,Rare,2,
AST-098,Triangle Power,Y,Ancient Sanctuary,Rare,1,
AST-099,The Third Sarcophagus,Y,Ancient Sanctuary,Common,2,
AST-100,The Second Sarcophagus,Y,Ancient Sanctuary,Common,1,
AST-101,The First Sarcophagus,Y,Ancient Sanctuary,Super Rare,1,
AST-102,Dora of Fate,Y,Ancient Sanctuary,Common,5,
AST-103,Judgement of the Desert,Y,Ancient Sanctuary,Common,4,
AST-104,Human-Wave Tactics,Y,Ancient Sanctuary,Common,5,
AST-106,Desert Sunlight,Y,Ancient Sanctuary,Common,4,
AST-107,Des Counterblow,Y,Ancient Sanctuary,Super Rare,1,
AST-108,Labrynth of Nightmare,Y,Ancient Sanctuary,Common,6,
AST-109,Soul Resurrection,Y,Ancient Sanctuary,Rare,1,
AST-110,Order to Smash,Y,Ancient Sanctuary,Common,4,
CDIP-EN016,Blast Amodian,Y,Cyberdark Impact (English),Common,1,
CDIP-EN020,Barrier Statue of the Inferno,Y,Cyberdark Impact (English),Common,1,
CDIP-EN030,Man Beast of Ares,Y,Cyberdark Impact (English),Common,1,
CDIP-EN033,Alien Infilitrator,Y,Cyberdark Impact (English),Common,1,
CDIP-EN037,"Corruption Cell ""A""",Y,Cyberdark Impact (English),Common,1,
CDIP-EN043,Chain Strike,Y,Cyberdark Impact (English),Common,1,
CDIP-EN053,Chain Healing,Y,Cyberdark Impact (English),Common,1,
CDIP-EN057,Accumulated Fortune,Y,Cyberdark Impact (English),Common,1,
CDIP-EN060,Black Horn of Heaven,Y,Cyberdark Impact (English),Rare,1,
CRV-EN001,Cycroid,Y,Cybernetic Revolution,Common,13,
CRV-EN002,Soitsu,Y,Cybernetic Revolution,Common,10,
CRV-EN003,Mad Lobster,Y,Cybernetic Revolution,Common,14,
CRV-EN004,Jerry Beans Man,Y,Cybernetic Revolution,Common,10,
CRV-EN005,Winged Kuriboh LV10,Y,Cybernetic Revolution,Ultra Rare,2,
CRV-EN006,Patroid,Y,Cybernetic Revolution,Common,11,
CRV-EN007,Gyroid,Y,Cybernetic Revolution,Common,17,
CRV-EN008,Steamroid,Y,Cybernetic Revolution,Common,10,
CRV-EN009,Drillroid,Y,Cybernetic Revolution,Common,11,
CRV-EN010,UFOroid,Y,Cybernetic Revolution,Super Rare,3,
CRV-EN011,Jetroid,Y,Cybernetic Revolution,Common,9,
CRV-EN012,Wroughtweiler,Y,Cybernetic Revolution,Rare,4,
CRV-EN013,Dark Catapulter,Y,Cybernetic Revolution,Rare,2,
CRV-EN014,Elemental Hero Bubbleman,Y,Cybernetic Revolution,Ultimate Rare,1,
CRV-EN014,Elemental Hero Bubbleman,Y,Cybernetic Revolution,Rare,4,
CRV-EN015,Cyber Dragon,Y,Cybernetic Revolution,Super Rare,1,
CRV-EN016,Cybernetic Magician,Y,Cybernetic Revolution,Super Rare,1,
CRV-EN016,Cybernetic Magician,Y,Cybernetic Revolution,Ultimate Rare,1,
CRV-EN017,Cybernetic Cyclopean,Y,Cybernetic Revolution,Common,13,
CRV-EN018,Mechanical Hound,Y,Cybernetic Revolution,Common,17,
CRV-EN019,Cyber Archfiend,Y,Cybernetic Revolution,Common,11,
CRV-EN020,Goblin Elite Attack Force,Y,Cybernetic Revolution,Super Rare,1,
CRV-EN021,B.E.S. Crystal Core,Y,Cybernetic Revolution,Ultimate Rare,1,
CRV-EN022,Giant Kozaky,Y,Cybernetic Revolution,Common,13,
CRV-EN023,Indomitable Fighter Lei Lei,Y,Cybernetic Revolution,Common,13,
CRV-EN024,Protective Soul Ailin,Y,Cybernetic Revolution,Common,15,
CRV-EN025,Doitsu,Y,Cybernetic Revolution,Common,16,
CRV-EN026,Des Frog,Y,Cybernetic Revolution,Common,10,
CRV-EN027,T.A.D.P.O.L.E,Y,Cybernetic Revolution,Common,14,
CRV-EN028,Poison Draw Frog,Y,Cybernetic Revolution,Common,16,
CRV-EN029,Tyranno Infinity,Y,Cybernetic Revolution,Common,15,
CRV-EN030,Batteryman C,Y,Cybernetic Revolution,Common,11,
CRV-EN031,Ebon Magician Curran,Y,Cybernetic Revolution,Common,13,
CRV-EN032,D.D.M. - Different Dimension Master,Y,Cybernetic Revolution,Rare,5,
CRV-EN033,Steam Gyroid,Y,Cybernetic Revolution,Common,9,
CRV-EN035,Cyber Twin Dragon,Y,Cybernetic Revolution,Super Rare,1,
CRV-EN036,Cyber End Dragon,Y,Cybernetic Revolution,Ultra Rare,1,
CRV-EN038,Fusion Recovery,Y,Cybernetic Revolution,Common,13,
CRV-EN039,Miracle Fusion,Y,Cybernetic Revolution,Rare,8,
CRV-EN040,Dragon's Mirror,Y,Cybernetic Revolution,Common,10,
CRV-EN041,System Down,Y,Cybernetic Revolution,Rare,2,
CRV-EN042,Des Croaking,Y,Cybernetic Revolution,Common,17,
CRV-EN043,Pot of Generosity,Y,Cybernetic Revolution,Common,11,
CRV-EN044,Shien's Spy,Y,Cybernetic Revolution,Common,14,
CRV-EN045,Transcendent Wings,Y,Cybernetic Revolution,Rare,1,
CRV-EN045,Transcendent Wings,Y,Cybernetic Revolution,Ultimate Rare,1,
CRV-EN046,Bubble Shuffle,Y,Cybernetic Revolution,Rare,1,
CRV-EN047,Spark Blaster,Y,Cybernetic Revolution,Rare,2,
CRV-EN048,Skyscraper,Y,Cybernetic Revolution,Super Rare,1,
CRV-EN049,Fire Darts,Y,Cybernetic Revolution,Ultimate Rare,1,
CRV-EN049,Fire Darts,Y,Cybernetic Revolution,Rare,3,
CRV-EN050,Spiritual Earth Art - Kurogane,Y,Cybernetic Revolution,Common,12,
CRV-EN051,Spiritual Water Art - Aoi,Y,Cybernetic Revolution,Common,10,
CRV-EN052,Spiritual Fire Art - Kurenai,Y,Cybernetic Revolution,Common,16,
CRV-EN053,Spiritual Wind Art - Miyabi,Y,Cybernetic Revolution,Common,15,
CRV-EN054,A Rival Appears!,Y,Cybernetic Revolution,Common,17,
CRV-EN055,Magical Explosion,Y,Cybernetic Revolution,Rare,1,
CRV-EN055,Magical Explosion,Y,Cybernetic Revolution,Ultimate Rare,1,
CRV-EN056,Rising Energy,Y,Cybernetic Revolution,Rare,4,
CRV-EN058,Conscription,Y,Cybernetic Revolution,Common,10,
CRV-EN059,Dimension Wall,Y,Cybernetic Revolution,Rare,4,
CRV-EN060,Prepare to Strike Back,Y,Cybernetic Revolution,Common,14,
DCR-000,Vampire Lord,Y,Dark Crisis,Secret Rare,2,
DCR-001,Battle Footballer,Y,Dark Crisis,Common,8,
DCR-002,Nin-Ken Dog,Y,Dark Crisis,Common,10,
DCR-003,Acrobat Monkey,Y,Dark Crisis,Common,9,
DCR-004,Arsenal Summoner,Y,Dark Crisis,Common,7,
DCR-005,Guardian Elma,Y,Dark Crisis,Common,9,
DCR-006,Guardian Ceal,Y,Dark Crisis,Ultra Rare,1,
DCR-008,Guardian Baou,Y,Dark Crisis,Rare,3,
DCR-009,Guardian Kay'est,Y,Dark Crisis,Common,12,
DCR-010,Guardian Tryce,Y,Dark Crisis,Rare,4,
DCR-011,Cyber Raider,Y,Dark Crisis,Common,2,
DCR-012,Reflect Bounder,Y,Dark Crisis,Ultra Rare,2,
DCR-013,Little-Winguard,Y,Dark Crisis,Common,2,
DCR-014,Des Feral Imp,Y,Dark Crisis,Rare,3,
DCR-015,Different Dimension Dragon,Y,Dark Crisis,Super Rare,1,
DCR-017,Dark Flare Knight,Y,Dark Crisis,Super Rare,1,
DCR-018,Mirage Knight,Y,Dark Crisis,Super Rare,1,
DCR-019,Berserk Dragon,Y,Dark Crisis,Super Rare,1,
DCR-020,Exodia Necross,Y,Dark Crisis,Ultra Rare,2,
DCR-021,Gyaku-Gire Panda,Y,Dark Crisis,Common,3,
DCR-022,Blindly Loyal Goblin,Y,Dark Crisis,Common,10,
DCR-023,Despair from the Dark,Y,Dark Crisis,Common,3,
DCR-024,Maju Garzett,Y,Dark Crisis,Common,3,
DCR-025,Fear from the Dark,Y,Dark Crisis,Rare,2,
DCR-026,Dark Scorpion - Chick the Yellow,Y,Dark Crisis,Common,11,
DCR-027,D. D. Warrior Lady,Y,Dark Crisis,Super Rare,1,
DCR-028,Thousand Needles,Y,Dark Crisis,Common,10,
DCR-029,Shinato's Ark,Y,Dark Crisis,Common,2,
DCR-030,A Deal with Dark Ruler,Y,Dark Crisis,Common,4,
DCR-031,Contract with Exodia,Y,Dark Crisis,Common,2,
DCR-032,Butterfly Dagger - Elma,Y,Dark Crisis,Super Rare,3,
DCR-033,Shooting Star Bow - Ceal,Y,Dark Crisis,Common,12,
DCR-034,Gravity Axe - Grarl,Y,Dark Crisis,Common,10,
DCR-035,Wicked-Breaking Flamberge - Baou,Y,Dark Crisis,Rare,3,
DCR-036,Rod of Silence - Kay'est,Y,Dark Crisis,Common,8,
DCR-037,Twin Swords of Flashing Light - Tryce,Y,Dark Crisis,Common,9,
DCR-038,Precious Cards from Beyond,Y,Dark Crisis,Common,10,
DCR-039,Rod of the Mind's Eye,Y,Dark Crisis,Common,10,
DCR-040,Fairy of the Spring,Y,Dark Crisis,Common,9,
DCR-041,Token Thanksgiving,Y,Dark Crisis,Common,9,
DCR-042,Morale Boost,Y,Dark Crisis,Common,9,
DCR-043,Non-Spellcasting Area,Y,Dark Crisis,Common,9,
