Card ID,Card Name,1st Edition?,Card Set,Rarity,Quantity,Est. Max Price Per Card
SOI-EN007,Cyber Laser Dragon,Y,Shadow of Infinity (English),Ultra Rare,2,
SOI-EN008,Ancient Gear,Y,Shadow of Infinity (English),Common,14,
SOI-EN009,Ancient Gear Cannon,Y,Shadow of Infinity (English),Common,12,
SOI-EN010,Proto-Cyber Dragon,Y,Shadow of Infinity (English),Rare,3,
SOI-EN011,Adhesive Explosive,Y,Shadow of Infinity (English),Rare,3,
SOI-EN012,Machine King Prototype,Y,Shadow of Infinity (English),Common,18,
SOI-EN013,B.E.S. Covered Core,Y,Shadow of Infinity (English),Super Rare,1,
SOI-EN014,D.D.Guide,Y,Shadow of Infinity (English),Common,13,
SOI-EN015,Chain Thrasher,Y,Shadow of Infinity (English),Common,11,
SOI-EN016,Disciple of the Forbidden Spell,Y,Shadow of Infinity (English),Common,15,
SOI-EN017,Tenkabito Shien,Y,Shadow of Infinity (English),Common,17,
SOI-EN018,Parasitic Ticky,Y,Shadow of Infinity (English),Common,11,
SOI-EN019,Gokipon,Y,Shadow of Infinity (English),Common,12,
SOI-EN020,Silent Insect,Y,Shadow of Infinity (English),Common,13,
SOI-EN021,Chainsaw Insect,Y,Shadow of Infinity (English),Rare,2,
SOI-EN022,Anteatereatingant,Y,Shadow of Infinity (English),Common,15,
SOI-EN023,Saber Beetle,Y,Shadow of Infinity (English),Common,13,
SOI-EN024,Doom Dozer,Y,Shadow of Infinity (English),Rare,4,
SOI-EN025,Treeborn Frog,Y,Shadow of Infinity (English),Rare,2,
SOI-EN026,Beelze Frog,Y,Shadow of Infinity (English),Common,19,
SOI-EN027,Princess Pikeru,Y,Shadow of Infinity (English),Rare,2,
SOI-EN028,Princess Curran,Y,Shadow of Infinity (English),Rare,5,
SOI-EN029,Memory Crusher,Y,Shadow of Infinity (English),Rare,2,
SOI-EN030,Malice Ascendant,Y,Shadow of Infinity (English),Common,13,
SOI-EN031,Grass Phantom,Y,Shadow of Infinity (English),Common,12,
SOI-EN032,Sand Moth,Y,Shadow of Infinity (English),Common,11,
SOI-EN033,Divine Dragon - Excelion,Y,Shadow of Infinity (English),Super Rare,3,
SOI-EN034,"Ruin, Queen of Oblivion",Y,Shadow of Infinity (English),Super Rare,1,
SOI-EN035,"Demise, King of Armageddon",Y,Shadow of Infinity (English),Super Rare,1,
SOI-EN036,D.3.S. Frog,Y,Shadow of Infinity (English),Common,11,
SOI-EN037,Hero Heart,Y,Shadow of Infinity (English),Common,12,
SOI-EN038,Magnet Circle LV2,Y,Shadow of Infinity (English),Common,10,
SOI-EN039,Ancient Gear Factory,Y,Shadow of Infinity (English),Common,12,
SOI-EN040,Ancient Gear Drill,Y,Shadow of Infinity (English),Common,13,
SOI-EN041,Phantasmal Martyrs,Y,Shadow of Infinity (English),Rare,4,
SOI-EN042,Cyclone Boomerang,Y,Shadow of Infinity (English),Rare,3,
SOI-EN043,Symbol of Heritage,Y,Shadow of Infinity (English),Common,12,
SOI-EN044,Trial of the Princess,Y,Shadow of Infinity (English),Common,13,
SOI-EN045,Photon Generator Unit,Y,Shadow of Infinity (English),Common,11,
SOI-EN046,End of the World,Y,Shadow of Infinity (English),Common,12,
SOI-EN047,Ancient Gear Castle,Y,Shadow of Infinity (English),Super Rare,1,
SOI-EN048,Samsara,Y,Shadow of Infinity (English),Common,12,
SOI-EN049,Super Junior Confrontation,Y,Shadow of Infinity (English),Common,14,
SOI-EN050,Miracle Kids,Y,Shadow of Infinity (English),Common,13,
SOI-EN051,Attack Reflector Unit,Y,Shadow of Infinity (English),Common,13,
SOI-EN052,Damage Condenser,Y,Shadow of Infinity (English),Super Rare,1,
SOI-EN052,Damage Condenser,Y,Shadow of Infinity (English),Ultimate Rare,1,
SOI-EN053,Karma Cut,Y,Shadow of Infinity (English),Rare,3,
SOI-EN054,Next to be Lost,Y,Shadow of Infinity (English),Common,13,
SOI-EN055,Generation Shift,Y,Shadow of Infinity (English),Common,15,
SOI-EN056,Full Salvo,Y,Shadow of Infinity (English),Common,14,
SOI-EN057,Success Probability 0%,Y,Shadow of Infinity (English),Common,19,
SOI-EN058,Option Hunter,Y,Shadow of Infinity (English),Rare,4,
SOI-EN059,Goblin Out of the Frying Pan,Y,Shadow of Infinity (English),Rare,3,
SOI-EN060,Malfunction,Y,Shadow of Infinity (English),Rare,2,
TLM-EN001,Elemental Hero Avian,Y,The Lost Millenium (English),Common,1,
TLM-EN003,Elemental Hero Clayman,Y,The Lost Millenium (English),Common,1,
TLM-EN007,Ancient Gear Beast,Y,The Lost Millenium (English),Rare,1,
TLM-EN008,Ancient Gear Soldier,Y,The Lost Millenium (English),Common,1,
TLM-EN011,Lost Guardian,Y,The Lost Millenium (English),Common,2,
TLM-EN014,Moai Interceptor Cannons,Y,The Lost Millenium (English),Common,2,
TLM-EN021,Guardian Statue,Y,The Lost Millenium (English),Common,1,
TLM-EN022,Medusa Worm,Y,The Lost Millenium (English),Common,1,
TLM-EN024,Mid Shield Gardna,Y,The Lost Millenium (English),Rare,1,
TLM-EN025,White Ninja,Y,The Lost Millenium (English),Common,2,
TLM-EN026,Aussa the Earth Charmer,Y,The Lost Millenium (English),Common,2,
TLM-EN027,Eria the Water Charmer,Y,The Lost Millenium (English),Common,1,
TLM-EN029,Wynn the Wind Charmer,Y,The Lost Millenium (English),Common,2,
TLM-EN032,King of the Skull Servants,Y,The Lost Millenium (English),Common,1,
TLM-EN034,Elemental Mistress Doriado,Y,The Lost Millenium (English),Rare,2,
TLM-EN038,Brain Control,Y,The Lost Millenium (English),Super Rare,1,
TLM-EN039,Gift of the Martyr,Y,The Lost Millenium (English),Common,3,
TLM-EN040,Double Attack,Y,The Lost Millenium (English),Common,2,
TLM-EN041,Battery Charger,Y,The Lost Millenium (English),Common,3,
TLM-EN042,Kaminote Blow,Y,The Lost Millenium (English),Common,2,
TLM-EN043,Doriado's Blessing,Y,The Lost Millenium (English),Common,2,
TLM-EN044,Final Ritual of the Ancients,Y,The Lost Millenium (English),Common,2,
TLM-EN047,Shifting Shadows,Y,The Lost Millenium (English),Common,1,
TLM-EN048,Impenetrable Formation,Y,The Lost Millenium (English),Common,1,
TLM-EN050,Pikeru's Second Sight,Y,The Lost Millenium (English),Common,1,
TLM-EN051,Minefield Eruption,Y,The Lost Millenium (English),Common,1,
TLM-EN054,Level Conversion Lab,Y,The Lost Millenium (English),Common,1,
TLM-EN056,Grave Lure,Y,The Lost Millenium (English),Common,2,
TLM-EN060,Lone Wolf,Y,The Lost Millenium (English),Common,1,
